typeservice,namecdr,b_numerollamante,tarifa,b_numerollamado,fecha,hora,?,y,bytes,tecnología,importe
DAT,S7IB2SJQ5G,100922942,10 GB y llamadas ilimitadas,,08-04-2023,00:00:00,0,0,126877696,Datos 4G,29.1348
DAT,J2A25LSABI,210534496,10 GB y llamadas ilimitadas,,02-04-2023,00:00:00,0,0,653262848,Datos 4G,31.779
DAT,YIBREMONEO,596088965,10 GB y llamadas ilimitadas,,28-04-2023,00:00:00,0,0,649068544,Datos 4G,69.0588
DAT,I9P755PWNI,587083993,10 GB y llamadas ilimitadas,,12-04-2023,00:00:00,0,0,16777216,Datos 4G,36.9103
DAT,SK7OPEKINE,382669275,10 GB y llamadas ilimitadas,,16-04-2023,00:00:00,0,0,75497472,Datos 4G,29.207
DAT,86N66280I5,855012244,10 GB y llamadas ilimitadas,,16-04-2023,00:00:00,0,0,333447168,Datos 4G,4.7725
DAT,EQ701BSGC8,972326879,10 GB y llamadas ilimitadas,,25-04-2023,00:00:00,0,0,675282944,Datos 4G,28.4049
DAT,GM2LKB0UO4,582792870,10 GB y llamadas ilimitadas,,12-04-2023,00:00:00,0,0,282066944,Datos 4G,14.0326
DAT,NWPVV8M65B,411843331,10 GB y llamadas ilimitadas,,11-04-2023,00:00:00,0,0,924844032,Datos 4G,4.8385
DAT,DQ6QBDRRF4,574582286,10 GB y llamadas ilimitadas,,09-04-2023,00:00:00,0,0,294649856,Datos 4G,32.5688
DAT,I4D4QSYMS6,262899300,10 GB y llamadas ilimitadas,,14-04-2023,00:00:00,0,0,782237696,Datos 4G,60.4408
DAT,O65TTP4EYW,539212503,10 GB y llamadas ilimitadas,,20-04-2023,00:00:00,0,0,839909376,Datos 4G,69.6098
DAT,H4RLFVIK6G,926495623,10 GB y llamadas ilimitadas,,19-04-2023,00:00:00,0,0,543162368,Datos 4G,90.7842
DAT,8Q4Y6JEMME,656999336,10 GB y llamadas ilimitadas,,20-04-2023,00:00:00,0,0,157286400,Datos 4G,58.633
DAT,OM0T9GEIVU,252964676,10 GB y llamadas ilimitadas,,16-04-2023,00:00:00,0,0,1044381696,Datos 4G,51.6659
DAT,RF8OJQ2WQR,179559225,10 GB y llamadas ilimitadas,,26-04-2023,00:00:00,0,0,243269632,Datos 4G,90.0941
DAT,R8E8Z20XQP,796314377,10 GB y llamadas ilimitadas,,12-04-2023,00:00:00,0,0,44040192,Datos 4G,51.7779
DAT,HK8XLQJ096,680352256,10 GB y llamadas ilimitadas,,15-04-2023,00:00:00,0,0,775946240,Datos 4G,82.6932
DAT,PBKR3UA0QE,266396505,10 GB y llamadas ilimitadas,,08-04-2023,00:00:00,0,0,442499072,Datos 4G,25.3699
DAT,DH8IOQIIFR,515872065,10 GB y llamadas ilimitadas,,02-04-2023,00:00:00,0,0,766509056,Datos 4G,88.925
DAT,ZNXPZAPZJ7,164920760,10 GB y llamadas ilimitadas,,15-04-2023,00:00:00,0,0,955252736,Datos 4G,57.0793
DAT,IG8S3EIBA3,494693672,10 GB y llamadas ilimitadas,,02-04-2023,00:00:00,0,0,805306368,Datos 4G,4.4479
DAT,HRDYH03QXM,322138682,10 GB y llamadas ilimitadas,,16-04-2023,00:00:00,0,0,1041235968,Datos 4G,50.3192
DAT,Q1Y8KQ3LIZ,753602475,10 GB y llamadas ilimitadas,,09-04-2023,00:00:00,0,0,246415360,Datos 4G,32.3541
DAT,BBSEP8NYMF,366327332,10 GB y llamadas ilimitadas,,20-04-2023,00:00:00,0,0,367001600,Datos 4G,20.0215
DAT,4CZ0568DG5,190735105,10 GB y llamadas ilimitadas,,03-04-2023,00:00:00,0,0,566231040,Datos 4G,0.3503
DAT,RCHUEY34BD,441581279,10 GB y llamadas ilimitadas,,06-04-2023,00:00:00,0,0,511705088,Datos 4G,3.9797
DAT,QIN37PF0PK,439517354,10 GB y llamadas ilimitadas,,28-04-2023,00:00:00,0,0,1042284544,Datos 4G,49.4236
DAT,YVJU8EGZ8J,635463616,10 GB y llamadas ilimitadas,,29-04-2023,00:00:00,0,0,927989760,Datos 4G,81.4085
DAT,RKM5YQINR7,360706541,10 GB y llamadas ilimitadas,,25-04-2023,00:00:00,0,0,406847488,Datos 4G,37.4044
DAT,5FBRVGTBLH,312657041,10 GB y llamadas ilimitadas,,20-04-2023,00:00:00,0,0,1037041664,Datos 4G,47.5792
DAT,1L8NM6W8SR,685390409,10 GB y llamadas ilimitadas,,30-04-2023,00:00:00,0,0,401604608,Datos 4G,16.683
DAT,DDQHP5ZL2J,107205386,10 GB y llamadas ilimitadas,,04-04-2023,00:00:00,0,0,748683264,Datos 4G,43.4241
DAT,ZOQ9DZBGZN,603076411,10 GB y llamadas ilimitadas,,27-04-2023,00:00:00,0,0,968884224,Datos 4G,77.0628
DAT,KU3DC07JGB,487757745,10 GB y llamadas ilimitadas,,11-04-2023,00:00:00,0,0,1028653056,Datos 4G,83.1399
DAT,7LEX6M63XA,613559902,10 GB y llamadas ilimitadas,,25-04-2023,00:00:00,0,0,52428800,Datos 4G,40.6153
DAT,0MDQN20ZQI,299887445,10 GB y llamadas ilimitadas,,07-04-2023,00:00:00,0,0,884998144,Datos 4G,48.1288
DAT,YPEW90XL43,297931484,10 GB y llamadas ilimitadas,,12-04-2023,00:00:00,0,0,13631488,Datos 4G,31.7299
DAT,Y97D7ZFT8C,586354420,10 GB y llamadas ilimitadas,,05-04-2023,00:00:00,0,0,230686720,Datos 4G,65.5219
DAT,R77PLRLSLS,975749413,10 GB y llamadas ilimitadas,,26-04-2023,00:00:00,0,0,800063488,Datos 4G,28.2911
DAT,5XOY3CUR2K,394381802,10 GB y llamadas ilimitadas,,06-04-2023,00:00:00,0,0,133169152,Datos 4G,47.1671
DAT,LFYYTCBWE1,530686042,10 GB y llamadas ilimitadas,,09-04-2023,00:00:00,0,0,851443712,Datos 4G,21.7289
DAT,99PB5EZXK6,854284773,10 GB y llamadas ilimitadas,,05-04-2023,00:00:00,0,0,914358272,Datos 4G,50.5238
DAT,HEA9IZTT6J,566597781,10 GB y llamadas ilimitadas,,30-04-2023,00:00:00,0,0,702545920,Datos 4G,43.7668
DAT,05CKSIEGA4,728970564,10 GB y llamadas ilimitadas,,06-04-2023,00:00:00,0,0,1033895936,Datos 4G,77.2193
DAT,E824JCRUZC,874021479,10 GB y llamadas ilimitadas,,11-04-2023,00:00:00,0,0,898629632,Datos 4G,9.4023
DAT,8E0DXYJCWT,232866595,10 GB y llamadas ilimitadas,,21-04-2023,00:00:00,0,0,500170752,Datos 4G,18.7856
DAT,GZ8TRZUVT3,300632943,10 GB y llamadas ilimitadas,,07-04-2023,00:00:00,0,0,1019215872,Datos 4G,24.0825
DAT,FNC8BEBGBY,664129519,10 GB y llamadas ilimitadas,,04-04-2023,00:00:00,0,0,605028352,Datos 4G,12.7798
DAT,ASKHMIZJ0K,421870107,10 GB y llamadas ilimitadas,,15-04-2023,00:00:00,0,0,583008256,Datos 4G,24.3924
DAT,7UKNNEJZRW,353622902,10 GB y llamadas ilimitadas,,21-04-2023,00:00:00,0,0,731906048,Datos 4G,28.7522
DAT,650SBOXXJK,168925316,10 GB y llamadas ilimitadas,,16-04-2023,00:00:00,0,0,222298112,Datos 4G,62.9492
DAT,1QQAHUQFN3,305270542,10 GB y llamadas ilimitadas,,13-04-2023,00:00:00,0,0,662700032,Datos 4G,40.8524
DAT,V6HJ2FWLRJ,708778288,10 GB y llamadas ilimitadas,,05-04-2023,00:00:00,0,0,650117120,Datos 4G,52.9757
DAT,PPN24WFXF1,145824264,10 GB y llamadas ilimitadas,,25-04-2023,00:00:00,0,0,876609536,Datos 4G,34.2921
DAT,61H38CNTVJ,362602437,10 GB y llamadas ilimitadas,,12-04-2023,00:00:00,0,0,584056832,Datos 4G,75.6425
DAT,LB0XCKBO18,235690436,10 GB y llamadas ilimitadas,,26-04-2023,00:00:00,0,0,676331520,Datos 4G,47.0227
DAT,8J3XI6133Y,472179085,10 GB y llamadas ilimitadas,,30-04-2023,00:00:00,0,0,597688320,Datos 4G,67.7094
DAT,7E8ESZEQM1,467915532,10 GB y llamadas ilimitadas,,15-04-2023,00:00:00,0,0,726663168,Datos 4G,77.4745
DAT,87IX95N2AY,209983194,10 GB y llamadas ilimitadas,,20-04-2023,00:00:00,0,0,160432128,Datos 4G,37.1964
DAT,TOI1QFZ5OG,152110450,10 GB y llamadas ilimitadas,,28-04-2023,00:00:00,0,0,348127232,Datos 4G,55.4535
DAT,YTOCXYN2M6,535730801,10 GB y llamadas ilimitadas,,25-04-2023,00:00:00,0,0,320864256,Datos 4G,16.9602
DAT,V6P3PZPEGR,832239452,10 GB y llamadas ilimitadas,,18-04-2023,00:00:00,0,0,460324864,Datos 4G,69.7957
DAT,69TKWJTIZ7,986287222,10 GB y llamadas ilimitadas,,02-04-2023,00:00:00,0,0,158334976,Datos 4G,39.1925
DAT,4SAGWM8I8O,916387462,10 GB y llamadas ilimitadas,,06-04-2023,00:00:00,0,0,328204288,Datos 4G,31.22
DAT,T50SCM4MEH,697087555,10 GB y llamadas ilimitadas,,02-04-2023,00:00:00,0,0,713031680,Datos 4G,21.7879
DAT,7GSETEKBMD,772931625,10 GB y llamadas ilimitadas,,09-04-2023,00:00:00,0,0,1030750208,Datos 4G,8.8443
DAT,FZHFX2VWOJ,943303280,10 GB y llamadas ilimitadas,,28-04-2023,00:00:00,0,0,522190848,Datos 4G,90.3282
DAT,XFRFZHA9L9,166418763,10 GB y llamadas ilimitadas,,01-04-2023,00:00:00,0,0,774897664,Datos 4G,55.8785
DAT,5QY7CR9LQV,112437092,10 GB y llamadas ilimitadas,,05-04-2023,00:00:00,0,0,187695104,Datos 4G,67.5406
DAT,1LLASTIR4A,708645884,10 GB y llamadas ilimitadas,,21-04-2023,00:00:00,0,0,623902720,Datos 4G,55.5547
