typeservice,namecdr,b_numerollamante,tarifa,b_numerollamado,fecha,hora,?,y,bytes,tecnología,importe
DAT,KWZWOR56CI,743459792,10 GB y llamadas ilimitadas,,16-08-2023,00:00:00,0,0,440401920,Datos 4G,78.9428
DAT,TUM80UYQ24,124370576,10 GB y llamadas ilimitadas,,15-08-2023,00:00:00,0,0,373293056,Datos 4G,1.2451
DAT,Z9717OUYAC,712430887,10 GB y llamadas ilimitadas,,12-08-2023,00:00:00,0,0,753926144,Datos 4G,29.7468
DAT,MXW0R779OV,227663964,10 GB y llamadas ilimitadas,,12-08-2023,00:00:00,0,0,507510784,Datos 4G,95.3593
DAT,HI33A86GM8,347086653,10 GB y llamadas ilimitadas,,02-08-2023,00:00:00,0,0,765460480,Datos 4G,66.1937
DAT,VODIB2KFFW,477606207,10 GB y llamadas ilimitadas,,06-08-2023,00:00:00,0,0,486539264,Datos 4G,33.2507
DAT,XU5CDGR2QB,840135975,10 GB y llamadas ilimitadas,,19-08-2023,00:00:00,0,0,559939584,Datos 4G,12.8252
DAT,BYJYAWFJE0,929180388,10 GB y llamadas ilimitadas,,18-08-2023,00:00:00,0,0,430964736,Datos 4G,44.6864
DAT,NHVI01DAO7,156855405,10 GB y llamadas ilimitadas,,05-08-2023,00:00:00,0,0,465567744,Datos 4G,92.0202
DAT,JNL934GV2H,566085778,10 GB y llamadas ilimitadas,,01-08-2023,00:00:00,0,0,183500800,Datos 4G,94.8293
DAT,CB52YGXCUJ,398782784,10 GB y llamadas ilimitadas,,09-08-2023,00:00:00,0,0,357564416,Datos 4G,9.0889
DAT,Q6W8GEXDI0,938400644,10 GB y llamadas ilimitadas,,10-08-2023,00:00:00,0,0,492830720,Datos 4G,87.1515
DAT,B33F5J1Z0D,352423706,10 GB y llamadas ilimitadas,,26-08-2023,00:00:00,0,0,637534208,Datos 4G,20.1672
DAT,QK5KOFJKZA,959383781,10 GB y llamadas ilimitadas,,30-08-2023,00:00:00,0,0,705691648,Datos 4G,66.2836
DAT,TU93DC1G13,364966137,10 GB y llamadas ilimitadas,,28-08-2023,00:00:00,0,0,353370112,Datos 4G,49.4785
DAT,4IET9SQIGQ,724312115,10 GB y llamadas ilimitadas,,19-08-2023,00:00:00,0,0,406847488,Datos 4G,30.9044
DAT,TBO7E7NW2N,400100095,10 GB y llamadas ilimitadas,,09-08-2023,00:00:00,0,0,510656512,Datos 4G,89.2277
DAT,QQMF00VLGQ,352292111,10 GB y llamadas ilimitadas,,16-08-2023,00:00:00,0,0,327155712,Datos 4G,33.5155
