typeservice,namecdr,b_numerollamante,tarifa,b_numerollamado,fecha,hora,?,y,bytes,tecnología,importe
DAT,7LN3S0R3PX,985832734,10 GB y llamadas ilimitadas,,28-07-2023,00:00:00,0,0,832569344,Datos 4G,31.7865
DAT,OSRGZA2G09,748993201,10 GB y llamadas ilimitadas,,10-07-2023,00:00:00,0,0,828375040,Datos 4G,6.9412
DAT,GU0KMKKATO,590660548,10 GB y llamadas ilimitadas,,21-07-2023,00:00:00,0,0,427819008,Datos 4G,63.0712
DAT,HNZKCHD33B,787832521,10 GB y llamadas ilimitadas,,06-07-2023,00:00:00,0,0,902823936,Datos 4G,74.5769
DAT,WZDPCS5P11,322047838,10 GB y llamadas ilimitadas,,19-07-2023,00:00:00,0,0,96468992,Datos 4G,95.3906
DAT,7D14DBCAPO,964050832,10 GB y llamadas ilimitadas,,17-07-2023,00:00:00,0,0,450887680,Datos 4G,42.977
DAT,RANO52DU8H,105066234,10 GB y llamadas ilimitadas,,08-07-2023,00:00:00,0,0,531628032,Datos 4G,6.2907
DAT,B949Y3ALEX,515324782,10 GB y llamadas ilimitadas,,03-07-2023,00:00:00,0,0,16777216,Datos 4G,20.4437
DAT,5UUW6G27A2,846539947,10 GB y llamadas ilimitadas,,20-07-2023,00:00:00,0,0,698351616,Datos 4G,39.3738
DAT,JKLDYCXXS2,367454504,10 GB y llamadas ilimitadas,,27-07-2023,00:00:00,0,0,1028653056,Datos 4G,96.824
DAT,QS0ZBB4QG6,426812697,10 GB y llamadas ilimitadas,,26-07-2023,00:00:00,0,0,573571072,Datos 4G,52.3412
DAT,AWLETLMIGD,956878950,10 GB y llamadas ilimitadas,,14-07-2023,00:00:00,0,0,23068672,Datos 4G,87.6358
DAT,IF5DXWJREU,965167096,10 GB y llamadas ilimitadas,,12-07-2023,00:00:00,0,0,962592768,Datos 4G,3.2926
DAT,RMQ1R2F446,694043494,10 GB y llamadas ilimitadas,,29-07-2023,00:00:00,0,0,104857600,Datos 4G,51.3906
DAT,SAD1RYEMT6,357678554,10 GB y llamadas ilimitadas,,08-07-2023,00:00:00,0,0,133169152,Datos 4G,93.3441
DAT,NSS0J6RZFN,507089232,10 GB y llamadas ilimitadas,,09-07-2023,00:00:00,0,0,458227712,Datos 4G,74.9514
DAT,XOWZ17QM2T,546821337,10 GB y llamadas ilimitadas,,15-07-2023,00:00:00,0,0,746586112,Datos 4G,35.6827
DAT,6HD0UMP7SQ,817170415,10 GB y llamadas ilimitadas,,06-07-2023,00:00:00,0,0,109051904,Datos 4G,67.0205
DAT,O47QXH8HF2,847245698,10 GB y llamadas ilimitadas,,23-07-2023,00:00:00,0,0,190840832,Datos 4G,1.9314
DAT,LPGW4LWW22,402503451,10 GB y llamadas ilimitadas,,14-07-2023,00:00:00,0,0,533725184,Datos 4G,89.2121
