typeservice,namecdr,b_numerollamante,tarifa,b_numerollamado,fecha,hora,?,y,bytes,tecnología,importe
DAT,9SE7MCOUFW,926406653,10 GB y llamadas ilimitadas,,06-11-2023,00:00:00,0,0,444596224,Datos 4G,56.5423
DAT,3WV8M387X8,244038946,10 GB y llamadas ilimitadas,,05-11-2023,00:00:00,0,0,66060288,Datos 4G,46.6918
DAT,XNYTD4NI0H,244769386,10 GB y llamadas ilimitadas,,28-11-2023,00:00:00,0,0,421527552,Datos 4G,13.2413
DAT,XRX7U7TIWI,849928545,10 GB y llamadas ilimitadas,,23-11-2023,00:00:00,0,0,72351744,Datos 4G,32.2023
DAT,2CJLCYM2QG,764229810,10 GB y llamadas ilimitadas,,06-11-2023,00:00:00,0,0,365953024,Datos 4G,31.9
DAT,P4AAL73IJU,959158825,10 GB y llamadas ilimitadas,,08-11-2023,00:00:00,0,0,489684992,Datos 4G,47.1255
DAT,FM5CQ5JJ9G,204511355,10 GB y llamadas ilimitadas,,22-11-2023,00:00:00,0,0,933232640,Datos 4G,7.7527
DAT,LC0KC5XDWS,643896292,10 GB y llamadas ilimitadas,,16-11-2023,00:00:00,0,0,479199232,Datos 4G,53.9557
DAT,85ZY4B40Y5,600341774,10 GB y llamadas ilimitadas,,12-11-2023,00:00:00,0,0,16777216,Datos 4G,79.62
DAT,B0N5BAXJMI,229185994,10 GB y llamadas ilimitadas,,12-11-2023,00:00:00,0,0,609222656,Datos 4G,45.5698
DAT,5OYS9LQY4H,331047874,10 GB y llamadas ilimitadas,,27-11-2023,00:00:00,0,0,391118848,Datos 4G,46.6304
DAT,B1JZ172LV8,297433769,10 GB y llamadas ilimitadas,,09-11-2023,00:00:00,0,0,585105408,Datos 4G,50.6488
DAT,QWW013Q262,829537383,10 GB y llamadas ilimitadas,,19-11-2023,00:00:00,0,0,497025024,Datos 4G,92.3183
DAT,BZDJEHBLOS,782274556,10 GB y llamadas ilimitadas,,23-11-2023,00:00:00,0,0,281018368,Datos 4G,85.2494
DAT,Z2IXFILRI3,500055968,10 GB y llamadas ilimitadas,,03-11-2023,00:00:00,0,0,982515712,Datos 4G,99.6498
DAT,1QYQ9QQ2S5,568840301,10 GB y llamadas ilimitadas,,04-11-2023,00:00:00,0,0,471859200,Datos 4G,94.1958
DAT,A63KKTKI07,211431018,10 GB y llamadas ilimitadas,,29-11-2023,00:00:00,0,0,628097024,Datos 4G,9.6616
DAT,XJRVZBR8S9,863676049,10 GB y llamadas ilimitadas,,27-11-2023,00:00:00,0,0,428867584,Datos 4G,44.9827
DAT,XO6MBAX4YQ,604025672,10 GB y llamadas ilimitadas,,20-11-2023,00:00:00,0,0,204472320,Datos 4G,56.7504
DAT,UKKHGWRIN3,501381399,10 GB y llamadas ilimitadas,,20-11-2023,00:00:00,0,0,552599552,Datos 4G,25.0255
DAT,00759QN2TG,231274327,10 GB y llamadas ilimitadas,,04-11-2023,00:00:00,0,0,961544192,Datos 4G,21.6132
DAT,71OSUYN8LP,160160202,10 GB y llamadas ilimitadas,,19-11-2023,00:00:00,0,0,499122176,Datos 4G,80.1136
DAT,7160FOIMM9,641709976,10 GB y llamadas ilimitadas,,04-11-2023,00:00:00,0,0,430964736,Datos 4G,41.4157
DAT,STK3GFRZ2V,512143490,10 GB y llamadas ilimitadas,,02-11-2023,00:00:00,0,0,907018240,Datos 4G,0.1282
DAT,H932KEEAM9,730506732,10 GB y llamadas ilimitadas,,16-11-2023,00:00:00,0,0,186646528,Datos 4G,74.3699
DAT,6ETWS17PNL,265851821,10 GB y llamadas ilimitadas,,21-11-2023,00:00:00,0,0,45088768,Datos 4G,26.4978
DAT,CIZICNHFCT,287911783,10 GB y llamadas ilimitadas,,04-11-2023,00:00:00,0,0,365953024,Datos 4G,19.9115
DAT,9VX2J4IY0S,402476660,10 GB y llamadas ilimitadas,,06-11-2023,00:00:00,0,0,1047527424,Datos 4G,1.6531
DAT,6B57HEXOOQ,814968695,10 GB y llamadas ilimitadas,,26-11-2023,00:00:00,0,0,634388480,Datos 4G,71.6996
DAT,C6OVA2JV2Y,343973601,10 GB y llamadas ilimitadas,,11-11-2023,00:00:00,0,0,252706816,Datos 4G,46.022
DAT,WJKM73JJX3,610507687,10 GB y llamadas ilimitadas,,05-11-2023,00:00:00,0,0,68157440,Datos 4G,15.5751
DAT,4DDXZF1R37,604135157,10 GB y llamadas ilimitadas,,08-11-2023,00:00:00,0,0,398458880,Datos 4G,15.1445
DAT,VC70SMHP86,385198609,10 GB y llamadas ilimitadas,,02-11-2023,00:00:00,0,0,702545920,Datos 4G,50.224
DAT,12AZZ14DNP,708696939,10 GB y llamadas ilimitadas,,10-11-2023,00:00:00,0,0,590348288,Datos 4G,53.5934
DAT,V2CXSTVUVB,640559101,10 GB y llamadas ilimitadas,,21-11-2023,00:00:00,0,0,1038090240,Datos 4G,91.691
DAT,V30Y138NKN,199258356,10 GB y llamadas ilimitadas,,21-11-2023,00:00:00,0,0,491782144,Datos 4G,90.2472
DAT,WT4IFP0KOQ,797567294,10 GB y llamadas ilimitadas,,12-11-2023,00:00:00,0,0,445644800,Datos 4G,62.3633
DAT,AKE045PJ1L,738868348,10 GB y llamadas ilimitadas,,17-11-2023,00:00:00,0,0,7340032,Datos 4G,67.8328
DAT,5UW7L9JZIK,225719270,10 GB y llamadas ilimitadas,,21-11-2023,00:00:00,0,0,314572800,Datos 4G,68.5933
DAT,I97OJJR2H0,943812744,10 GB y llamadas ilimitadas,,11-11-2023,00:00:00,0,0,729808896,Datos 4G,47.3459
DAT,ECBBMJY1CW,754695186,10 GB y llamadas ilimitadas,,29-11-2023,00:00:00,0,0,113246208,Datos 4G,69.1728
DAT,24RRP0RG6D,487962997,10 GB y llamadas ilimitadas,,09-11-2023,00:00:00,0,0,574619648,Datos 4G,63.9386
DAT,PSJL19X5ZX,393525970,10 GB y llamadas ilimitadas,,14-11-2023,00:00:00,0,0,1046478848,Datos 4G,43.4053
DAT,JRZUOSYN9D,966777606,10 GB y llamadas ilimitadas,,21-11-2023,00:00:00,0,0,307232768,Datos 4G,74.9605
DAT,J2CGAU0I56,306474736,10 GB y llamadas ilimitadas,,06-11-2023,00:00:00,0,0,501219328,Datos 4G,10.8267
DAT,PJAMORYO20,446702113,10 GB y llamadas ilimitadas,,14-11-2023,00:00:00,0,0,255852544,Datos 4G,21.9224
DAT,PSDKSXUDE4,772072457,10 GB y llamadas ilimitadas,,17-11-2023,00:00:00,0,0,333447168,Datos 4G,52.0647
DAT,FITTOK4VAA,152055500,10 GB y llamadas ilimitadas,,26-11-2023,00:00:00,0,0,940572672,Datos 4G,80.808
DAT,32V5H4EAR3,232543180,10 GB y llamadas ilimitadas,,30-11-2023,00:00:00,0,0,978321408,Datos 4G,37.9184
DAT,KNTBC7EK1J,419052546,10 GB y llamadas ilimitadas,,04-11-2023,00:00:00,0,0,527433728,Datos 4G,91.4138
DAT,3GPCH7QBG8,148318866,10 GB y llamadas ilimitadas,,06-11-2023,00:00:00,0,0,448790528,Datos 4G,72.6496
DAT,SYUDPOUFAA,485343050,10 GB y llamadas ilimitadas,,18-11-2023,00:00:00,0,0,590348288,Datos 4G,44.0134
DAT,9HFV60ZQTT,892151309,10 GB y llamadas ilimitadas,,12-11-2023,00:00:00,0,0,58720256,Datos 4G,66.0244
DAT,FUPFJBSHBX,894936872,10 GB y llamadas ilimitadas,,26-11-2023,00:00:00,0,0,412090368,Datos 4G,84.6701
DAT,AR58LPBNV1,998687922,10 GB y llamadas ilimitadas,,24-11-2023,00:00:00,0,0,567279616,Datos 4G,75.1602
DAT,AHHP5VMBNT,888182609,10 GB y llamadas ilimitadas,,06-11-2023,00:00:00,0,0,819986432,Datos 4G,18.1525
DAT,E8OCQS0PQZ,231023782,10 GB y llamadas ilimitadas,,08-11-2023,00:00:00,0,0,731906048,Datos 4G,97.97
DAT,NX4UWKRDLI,550167845,10 GB y llamadas ilimitadas,,21-11-2023,00:00:00,0,0,271581184,Datos 4G,98.8155
DAT,PCL0X17XFW,917746375,10 GB y llamadas ilimitadas,,12-11-2023,00:00:00,0,0,272629760,Datos 4G,35.8592
DAT,B029HDW8H6,867520544,10 GB y llamadas ilimitadas,,19-11-2023,00:00:00,0,0,850395136,Datos 4G,62.3088
DAT,3CPHVBTULT,856751383,10 GB y llamadas ilimitadas,,11-11-2023,00:00:00,0,0,173015040,Datos 4G,31.6871
