typeservice,namecdr,b_numerollamante,tarifa,b_numerollamado,fecha,hora,?,y,bytes,tecnología,importe
DAT,ZSY788Z3R3,962579119,10 GB y llamadas ilimitadas,,30-12-2023,00:00:00,0,0,622854144,Datos 4G,13.2502
DAT,CK8AYKARBV,281550116,10 GB y llamadas ilimitadas,,25-12-2023,00:00:00,0,0,851443712,Datos 4G,24.2312
DAT,NQ1WBWIWKG,667945842,10 GB y llamadas ilimitadas,,28-12-2023,00:00:00,0,0,822083584,Datos 4G,9.2947
DAT,O899VJ3T70,823235095,10 GB y llamadas ilimitadas,,13-12-2023,00:00:00,0,0,990904320,Datos 4G,51.4565
DAT,O8RZ3JNFU7,374951758,10 GB y llamadas ilimitadas,,08-12-2023,00:00:00,0,0,84934656,Datos 4G,97.3657
DAT,ZSP9UF5F05,115942596,10 GB y llamadas ilimitadas,,02-12-2023,00:00:00,0,0,619708416,Datos 4G,78.7475
DAT,6S0KGAD18D,562191609,10 GB y llamadas ilimitadas,,25-12-2023,00:00:00,0,0,311427072,Datos 4G,9.0612
DAT,YGO74GIGJ0,836252278,10 GB y llamadas ilimitadas,,12-12-2023,00:00:00,0,0,132120576,Datos 4G,9.0989
DAT,38U3EWAUM1,340360667,10 GB y llamadas ilimitadas,,30-12-2023,00:00:00,0,0,314572800,Datos 4G,12.4906
DAT,9NDYHC268B,874111448,10 GB y llamadas ilimitadas,,02-12-2023,00:00:00,0,0,983564288,Datos 4G,86.0708
DAT,HZE3ZZL9GE,808889014,10 GB y llamadas ilimitadas,,31-12-2023,00:00:00,0,0,430964736,Datos 4G,23.4578
DAT,9CZSAY4990,698917145,10 GB y llamadas ilimitadas,,21-12-2023,00:00:00,0,0,806354944,Datos 4G,17.6678
DAT,DANSXC8NLZ,925938335,10 GB y llamadas ilimitadas,,10-12-2023,00:00:00,0,0,1028653056,Datos 4G,32.988
DAT,73HNR5ZO0M,278535238,10 GB y llamadas ilimitadas,,30-12-2023,00:00:00,0,0,267386880,Datos 4G,64.19
DAT,SXMKLAQZKF,936388120,10 GB y llamadas ilimitadas,,12-12-2023,00:00:00,0,0,332398592,Datos 4G,65.7902
DAT,U3XS7WQQ4G,562424540,10 GB y llamadas ilimitadas,,03-12-2023,00:00:00,0,0,677380096,Datos 4G,4.9245
DAT,R5VSX3APU3,741567514,10 GB y llamadas ilimitadas,,29-12-2023,00:00:00,0,0,277872640,Datos 4G,18.5033
DAT,DGH0Y6O6BU,844558146,10 GB y llamadas ilimitadas,,24-12-2023,00:00:00,0,0,661651456,Datos 4G,99.1568
DAT,YKRZ2CI9CS,820181096,10 GB y llamadas ilimitadas,,01-12-2023,00:00:00,0,0,1031798784,Datos 4G,89.5032
DAT,7IUG7IN6OF,292773628,10 GB y llamadas ilimitadas,,22-12-2023,00:00:00,0,0,594542592,Datos 4G,38.7546
DAT,9HG6K5OWM4,600109704,10 GB y llamadas ilimitadas,,13-12-2023,00:00:00,0,0,635437056,Datos 4G,40.6176
DAT,HE3FQ7EVCO,597975314,10 GB y llamadas ilimitadas,,06-12-2023,00:00:00,0,0,788529152,Datos 4G,73.4467
DAT,PWGNCJFAHE,360478541,10 GB y llamadas ilimitadas,,16-12-2023,00:00:00,0,0,807403520,Datos 4G,32.3627
DAT,00UBIQFRR6,567366250,10 GB y llamadas ilimitadas,,07-12-2023,00:00:00,0,0,115343360,Datos 4G,20.4614
DAT,90HO0CXP18,808947291,10 GB y llamadas ilimitadas,,27-12-2023,00:00:00,0,0,469762048,Datos 4G,12.2475
DAT,0FZ46TLLA8,577627214,10 GB y llamadas ilimitadas,,25-12-2023,00:00:00,0,0,413138944,Datos 4G,30.1823
DAT,J1789R1H4H,592431030,10 GB y llamadas ilimitadas,,23-12-2023,00:00:00,0,0,466616320,Datos 4G,84.6588
