typeservice,namecdr,b_numerollamante,tarifa,b_numerollamado,fecha,hora,?,y,bytes,tecnología,importe
DAT,BZDUH82MXW,671316934,10 GB y llamadas ilimitadas,,12-06-2023,00:00:00,0,0,484442112,Datos 4G,1.232
DAT,PUIP0U1RJI,344903190,10 GB y llamadas ilimitadas,,11-06-2023,00:00:00,0,0,69206016,Datos 4G,73.4069
DAT,UR5ZE3DOMZ,527041855,10 GB y llamadas ilimitadas,,05-06-2023,00:00:00,0,0,12582912,Datos 4G,62.2632
DAT,D8SBLATGIR,608239917,10 GB y llamadas ilimitadas,,05-06-2023,00:00:00,0,0,370147328,Datos 4G,1.0871
DAT,8NDO8EDQPL,764265804,10 GB y llamadas ilimitadas,,19-06-2023,00:00:00,0,0,270532608,Datos 4G,88.3888
DAT,FS1JZXDQ5O,430090086,10 GB y llamadas ilimitadas,,30-06-2023,00:00:00,0,0,262144000,Datos 4G,16.1332
DAT,A86FU0EFJ8,279449818,10 GB y llamadas ilimitadas,,28-06-2023,00:00:00,0,0,849346560,Datos 4G,80.6162
DAT,9JWSMGWMGF,644549342,10 GB y llamadas ilimitadas,,15-06-2023,00:00:00,0,0,158334976,Datos 4G,28.44
DAT,BVJLSLII9U,695732703,10 GB y llamadas ilimitadas,,23-06-2023,00:00:00,0,0,473956352,Datos 4G,21.0002
DAT,TKHV45NVZM,786494705,10 GB y llamadas ilimitadas,,25-06-2023,00:00:00,0,0,778043392,Datos 4G,25.3027
DAT,JQ7N1STZLM,586576172,10 GB y llamadas ilimitadas,,10-06-2023,00:00:00,0,0,241172480,Datos 4G,63.2699
DAT,W3OIZU9ZXD,823676690,10 GB y llamadas ilimitadas,,26-06-2023,00:00:00,0,0,613416960,Datos 4G,46.5276
DAT,73XMWY693B,413895870,10 GB y llamadas ilimitadas,,09-06-2023,00:00:00,0,0,772800512,Datos 4G,61.004
DAT,QSIIY2KX7P,362317155,10 GB y llamadas ilimitadas,,17-06-2023,00:00:00,0,0,528482304,Datos 4G,47.5231
DAT,0VPLVNYWH8,460768446,10 GB y llamadas ilimitadas,,17-06-2023,00:00:00,0,0,1035993088,Datos 4G,6.9593
DAT,VQSP1726SJ,331703830,10 GB y llamadas ilimitadas,,18-06-2023,00:00:00,0,0,375390208,Datos 4G,85.8429
DAT,K9GW47HJ09,127533800,10 GB y llamadas ilimitadas,,20-06-2023,00:00:00,0,0,855638016,Datos 4G,55.1651
DAT,ZY8Y3ZQ3R1,678750909,10 GB y llamadas ilimitadas,,04-06-2023,00:00:00,0,0,790626304,Datos 4G,70.0084
DAT,LB048IYNK6,415736972,10 GB y llamadas ilimitadas,,02-06-2023,00:00:00,0,0,1021313024,Datos 4G,65.1048
DAT,700J386VGR,891233638,10 GB y llamadas ilimitadas,,05-06-2023,00:00:00,0,0,583008256,Datos 4G,29.118
DAT,FZ3O98A9XQ,171287264,10 GB y llamadas ilimitadas,,27-06-2023,00:00:00,0,0,122683392,Datos 4G,45.8216
DAT,VVGD1TGPSE,936512440,10 GB y llamadas ilimitadas,,06-06-2023,00:00:00,0,0,87031808,Datos 4G,62.6015
DAT,TNWQLSL2WQ,608653743,10 GB y llamadas ilimitadas,,06-06-2023,00:00:00,0,0,197132288,Datos 4G,80.3264
DAT,N765V9EI9O,812078657,10 GB y llamadas ilimitadas,,08-06-2023,00:00:00,0,0,213909504,Datos 4G,9.5473
DAT,W6WVIDHQTA,662602198,10 GB y llamadas ilimitadas,,04-06-2023,00:00:00,0,0,749731840,Datos 4G,45.1418
DAT,CAZ2TL47F4,559685284,10 GB y llamadas ilimitadas,,20-06-2023,00:00:00,0,0,197132288,Datos 4G,0.7309
DAT,48H87FOQ2O,114471615,10 GB y llamadas ilimitadas,,05-06-2023,00:00:00,0,0,279969792,Datos 4G,26.3375
DAT,7NO8XR761V,491252950,10 GB y llamadas ilimitadas,,27-06-2023,00:00:00,0,0,243269632,Datos 4G,87.6074
DAT,5J9FMO2Q27,262757275,10 GB y llamadas ilimitadas,,05-06-2023,00:00:00,0,0,586153984,Datos 4G,62.3503
DAT,CR4S2CKKMI,168376351,10 GB y llamadas ilimitadas,,25-06-2023,00:00:00,0,0,726663168,Datos 4G,41.7836
DAT,01B7AV2UIO,851110176,10 GB y llamadas ilimitadas,,27-06-2023,00:00:00,0,0,288358400,Datos 4G,65.5712
DAT,UN2RSH8ADD,490050651,10 GB y llamadas ilimitadas,,15-06-2023,00:00:00,0,0,702545920,Datos 4G,7.4155
DAT,8E0LJGRFCG,242073791,10 GB y llamadas ilimitadas,,04-06-2023,00:00:00,0,0,426770432,Datos 4G,65.1637
DAT,0PXF4XGKK9,159217672,10 GB y llamadas ilimitadas,,29-06-2023,00:00:00,0,0,360710144,Datos 4G,63.0178
DAT,MI6SPR2WVJ,168114970,10 GB y llamadas ilimitadas,,22-06-2023,00:00:00,0,0,1023410176,Datos 4G,6.3419
DAT,LUUSRF58DU,893581330,10 GB y llamadas ilimitadas,,14-06-2023,00:00:00,0,0,814743552,Datos 4G,59.2872
DAT,WZPXQVTN60,514799446,10 GB y llamadas ilimitadas,,21-06-2023,00:00:00,0,0,241172480,Datos 4G,83.6636
DAT,4SZSHMV454,388751648,10 GB y llamadas ilimitadas,,24-06-2023,00:00:00,0,0,559939584,Datos 4G,78.077
