typeservice,namecdr,b_numerollamante,tarifa,b_numerollamado,fecha,hora,?,y,bytes,tecnología,importe
DAT,TFSM8YF8T3,657864819,10 GB y llamadas ilimitadas,,23-06-2023,00:00:00,0,0,424673280,Datos 4G,48.1091
DAT,3IHPWUK4BE,252573885,10 GB y llamadas ilimitadas,,12-06-2023,00:00:00,0,0,602931200,Datos 4G,89.7301
DAT,27HR3J5NWF,992369827,10 GB y llamadas ilimitadas,,10-06-2023,00:00:00,0,0,487587840,Datos 4G,77.9456
DAT,31A083H404,443545823,10 GB y llamadas ilimitadas,,08-06-2023,00:00:00,0,0,762314752,Datos 4G,16.5731
DAT,08MXA1CNTV,646551190,10 GB y llamadas ilimitadas,,06-06-2023,00:00:00,0,0,403701760,Datos 4G,88.753
DAT,M3SQF4MKID,582705856,10 GB y llamadas ilimitadas,,17-06-2023,00:00:00,0,0,848297984,Datos 4G,19.0629
DAT,EBMY6D2URY,307598498,10 GB y llamadas ilimitadas,,30-06-2023,00:00:00,0,0,430964736,Datos 4G,31.0535
DAT,8U0RTP2ZK3,348092993,10 GB y llamadas ilimitadas,,15-06-2023,00:00:00,0,0,628097024,Datos 4G,62.0046
DAT,BQY88XCCSZ,950887380,10 GB y llamadas ilimitadas,,05-06-2023,00:00:00,0,0,267386880,Datos 4G,21.7622
DAT,ZKXZK69QQD,500289455,10 GB y llamadas ilimitadas,,03-06-2023,00:00:00,0,0,331350016,Datos 4G,94.4803
DAT,OTUNGJF3XW,379760497,10 GB y llamadas ilimitadas,,07-06-2023,00:00:00,0,0,111149056,Datos 4G,30.4007
DAT,T0QVBRPRWK,660751860,10 GB y llamadas ilimitadas,,26-06-2023,00:00:00,0,0,1003487232,Datos 4G,33.8542
DAT,NNUDTJ6GGH,379741557,10 GB y llamadas ilimitadas,,28-06-2023,00:00:00,0,0,352321536,Datos 4G,54.4871
DAT,3J3IW8NF4N,311363094,10 GB y llamadas ilimitadas,,06-06-2023,00:00:00,0,0,521142272,Datos 4G,46.6804
DAT,H7YRRUTQTE,291028213,10 GB y llamadas ilimitadas,,19-06-2023,00:00:00,0,0,811597824,Datos 4G,79.0565
DAT,W41B1P54G4,992348255,10 GB y llamadas ilimitadas,,06-06-2023,00:00:00,0,0,482344960,Datos 4G,37.6241
DAT,7OSH62Z9EO,950496894,10 GB y llamadas ilimitadas,,09-06-2023,00:00:00,0,0,436207616,Datos 4G,99.34
DAT,2OVA27U3VK,324381488,10 GB y llamadas ilimitadas,,15-06-2023,00:00:00,0,0,696254464,Datos 4G,95.04
DAT,QK3TKQCWF5,193973386,10 GB y llamadas ilimitadas,,24-06-2023,00:00:00,0,0,883949568,Datos 4G,37.2454
DAT,RFZX4G0U13,233767604,10 GB y llamadas ilimitadas,,06-06-2023,00:00:00,0,0,360710144,Datos 4G,67.362
DAT,VQLMLMKBGX,231941553,10 GB y llamadas ilimitadas,,18-06-2023,00:00:00,0,0,996147200,Datos 4G,11.7974
DAT,A5GZU8NDVH,252265290,10 GB y llamadas ilimitadas,,30-06-2023,00:00:00,0,0,932184064,Datos 4G,94.8467
DAT,HD4260TOAK,771778935,10 GB y llamadas ilimitadas,,20-06-2023,00:00:00,0,0,920649728,Datos 4G,71.2127
DAT,VIJ05CIZWU,144762691,10 GB y llamadas ilimitadas,,13-06-2023,00:00:00,0,0,917504000,Datos 4G,5.9668
DAT,RUAVTMR363,344381799,10 GB y llamadas ilimitadas,,11-06-2023,00:00:00,0,0,446693376,Datos 4G,66.1813
DAT,V5VN0NYPRS,867752304,10 GB y llamadas ilimitadas,,05-06-2023,00:00:00,0,0,97517568,Datos 4G,98.5127
DAT,AYI4Z6G5F6,457792047,10 GB y llamadas ilimitadas,,17-06-2023,00:00:00,0,0,226492416,Datos 4G,78.5881
DAT,RC7MHRL6DD,747061920,10 GB y llamadas ilimitadas,,04-06-2023,00:00:00,0,0,182452224,Datos 4G,22.8944
DAT,40TN7JQVTB,508270045,10 GB y llamadas ilimitadas,,24-06-2023,00:00:00,0,0,327155712,Datos 4G,36.1765
DAT,WU74DS7PVZ,843181435,10 GB y llamadas ilimitadas,,17-06-2023,00:00:00,0,0,788529152,Datos 4G,60.722
DAT,7EARY5UX0U,805250808,10 GB y llamadas ilimitadas,,29-06-2023,00:00:00,0,0,17825792,Datos 4G,90.4811
DAT,N6LAGN83G6,261812613,10 GB y llamadas ilimitadas,,15-06-2023,00:00:00,0,0,69206016,Datos 4G,22.0811
DAT,A6L9D5OXN6,607391443,10 GB y llamadas ilimitadas,,12-06-2023,00:00:00,0,0,385875968,Datos 4G,21.2772
DAT,X1ADH1ZAYQ,346571363,10 GB y llamadas ilimitadas,,05-06-2023,00:00:00,0,0,79691776,Datos 4G,31.4829
DAT,ZEA0UYLW6P,958830842,10 GB y llamadas ilimitadas,,14-06-2023,00:00:00,0,0,991952896,Datos 4G,1.6833
DAT,FVYJXE8JUN,588240901,10 GB y llamadas ilimitadas,,11-06-2023,00:00:00,0,0,741343232,Datos 4G,78.4976
DAT,M7YACKN6TC,966390903,10 GB y llamadas ilimitadas,,27-06-2023,00:00:00,0,0,305135616,Datos 4G,65.6333
DAT,RS03NSXE8S,870753223,10 GB y llamadas ilimitadas,,01-06-2023,00:00:00,0,0,336592896,Datos 4G,58.039
