typeservice,namecdr,b_numerollamante,tarifa,b_numerollamado,fecha,hora,?,y,bytes,tecnología,importe
DAT,W1VVP7880X,825256545,10 GB y llamadas ilimitadas,,02-09-2023,00:00:00,0,0,424673280,Datos 4G,70.5823
DAT,6GS2MZDE30,647840572,10 GB y llamadas ilimitadas,,01-09-2023,00:00:00,0,0,270532608,Datos 4G,99.2054
DAT,3G1Y925EDX,176900222,10 GB y llamadas ilimitadas,,08-09-2023,00:00:00,0,0,119537664,Datos 4G,20.1171
DAT,S4XN1P1ZSW,721877875,10 GB y llamadas ilimitadas,,29-09-2023,00:00:00,0,0,191889408,Datos 4G,18.3983
DAT,WVV51WUWCP,923973413,10 GB y llamadas ilimitadas,,28-09-2023,00:00:00,0,0,293601280,Datos 4G,80.089
DAT,7AOKXTLZW0,116020777,10 GB y llamadas ilimitadas,,14-09-2023,00:00:00,0,0,164626432,Datos 4G,10.5706
DAT,UXOGM2UR0E,154912673,10 GB y llamadas ilimitadas,,30-09-2023,00:00:00,0,0,138412032,Datos 4G,10.0323
DAT,UFWJUOL4J3,816417952,10 GB y llamadas ilimitadas,,01-09-2023,00:00:00,0,0,87031808,Datos 4G,43.3047
DAT,QIMKELFJJP,643909391,10 GB y llamadas ilimitadas,,03-09-2023,00:00:00,0,0,759169024,Datos 4G,6.8524
DAT,2NMXDCU5NI,461598690,10 GB y llamadas ilimitadas,,27-09-2023,00:00:00,0,0,934281216,Datos 4G,38.0492
DAT,RCLJDYNJYE,734281234,10 GB y llamadas ilimitadas,,16-09-2023,00:00:00,0,0,442499072,Datos 4G,69.9053
DAT,761OFG8FX4,334654075,10 GB y llamadas ilimitadas,,08-09-2023,00:00:00,0,0,721420288,Datos 4G,90.9148
DAT,KOPC1WG6YC,568962246,10 GB y llamadas ilimitadas,,18-09-2023,00:00:00,0,0,470810624,Datos 4G,96.6947
DAT,9MA8IXFJ67,554901534,10 GB y llamadas ilimitadas,,08-09-2023,00:00:00,0,0,24117248,Datos 4G,9.6197
DAT,GSRI15QIYU,242226085,10 GB y llamadas ilimitadas,,05-09-2023,00:00:00,0,0,346030080,Datos 4G,20.091
DAT,O29376N1Q4,817892751,10 GB y llamadas ilimitadas,,25-09-2023,00:00:00,0,0,495976448,Datos 4G,32.194
DAT,F211WF1SVC,513169211,10 GB y llamadas ilimitadas,,27-09-2023,00:00:00,0,0,685768704,Datos 4G,75.349
DAT,C56NDZF5TP,198173266,10 GB y llamadas ilimitadas,,10-09-2023,00:00:00,0,0,702545920,Datos 4G,77.6978
DAT,87L2QWMUDW,238720711,10 GB y llamadas ilimitadas,,28-09-2023,00:00:00,0,0,772800512,Datos 4G,65.5337
