typeservice,namecdr,b_numerollamante,tarifa,b_numerollamado,fecha,hora,?,y,bytes,tecnología,importe
DAT,IIC500C2GG,645869923,10 GB y llamadas ilimitadas,,11-12-2023,00:00:00,0,0,594542592,Datos 4G,40.0591
DAT,MXE31OFAWY,207232235,10 GB y llamadas ilimitadas,,24-12-2023,00:00:00,0,0,209715200,Datos 4G,5.2908
DAT,E0QT2NLD0G,301487578,10 GB y llamadas ilimitadas,,10-12-2023,00:00:00,0,0,967835648,Datos 4G,69.0316
DAT,JIOPYX0USM,360653132,10 GB y llamadas ilimitadas,,04-12-2023,00:00:00,0,0,321912832,Datos 4G,64.8416
DAT,BWVHYBXK8R,241152048,10 GB y llamadas ilimitadas,,23-12-2023,00:00:00,0,0,477102080,Datos 4G,13.229
DAT,WTZSALWFYL,544589059,10 GB y llamadas ilimitadas,,11-12-2023,00:00:00,0,0,973078528,Datos 4G,33.398
DAT,8GA27KWP7V,768133588,10 GB y llamadas ilimitadas,,29-12-2023,00:00:00,0,0,643825664,Datos 4G,45.8663
DAT,P9HYYCWCQ3,542773686,10 GB y llamadas ilimitadas,,13-12-2023,00:00:00,0,0,924844032,Datos 4G,34.3287
DAT,R21BOUPFFZ,373510510,10 GB y llamadas ilimitadas,,12-12-2023,00:00:00,0,0,92274688,Datos 4G,47.4499
DAT,SB2ITNDPS4,327338850,10 GB y llamadas ilimitadas,,21-12-2023,00:00:00,0,0,699400192,Datos 4G,15.6
DAT,H9OZ6YUUYG,644663298,10 GB y llamadas ilimitadas,,04-12-2023,00:00:00,0,0,451936256,Datos 4G,94.4496
DAT,2OOUFYPC47,314908814,10 GB y llamadas ilimitadas,,20-12-2023,00:00:00,0,0,369098752,Datos 4G,51.2224
DAT,4F8ZCFAHOB,967725570,10 GB y llamadas ilimitadas,,11-12-2023,00:00:00,0,0,46137344,Datos 4G,72.0249
DAT,XL1Y6CGC6X,666001636,10 GB y llamadas ilimitadas,,01-12-2023,00:00:00,0,0,227540992,Datos 4G,43.0127
DAT,EVKY2LKOWX,869327163,10 GB y llamadas ilimitadas,,16-12-2023,00:00:00,0,0,554696704,Datos 4G,11.7367
DAT,F4R68ZJD9Z,237429019,10 GB y llamadas ilimitadas,,20-12-2023,00:00:00,0,0,492830720,Datos 4G,82.6596
DAT,OV461JXTYY,936689567,10 GB y llamadas ilimitadas,,16-12-2023,00:00:00,0,0,1003487232,Datos 4G,34.1102
DAT,Y1C2CMMAE1,538018116,10 GB y llamadas ilimitadas,,28-12-2023,00:00:00,0,0,1037041664,Datos 4G,7.3233
DAT,7F1DE9X1UH,622229832,10 GB y llamadas ilimitadas,,20-12-2023,00:00:00,0,0,790626304,Datos 4G,82.3828
DAT,5V82N6O9X7,183071546,10 GB y llamadas ilimitadas,,08-12-2023,00:00:00,0,0,792723456,Datos 4G,51.0852
DAT,EIS6O3WFMR,229164924,10 GB y llamadas ilimitadas,,29-12-2023,00:00:00,0,0,649068544,Datos 4G,7.5934
DAT,6IMRTNPYS1,224999504,10 GB y llamadas ilimitadas,,18-12-2023,00:00:00,0,0,409993216,Datos 4G,59.1725
DAT,0PC2CX6J20,128956413,10 GB y llamadas ilimitadas,,27-12-2023,00:00:00,0,0,377487360,Datos 4G,73.743
DAT,SSQV0XZLAL,350615198,10 GB y llamadas ilimitadas,,03-12-2023,00:00:00,0,0,931135488,Datos 4G,76.1721
DAT,UA03M4SW2E,895476727,10 GB y llamadas ilimitadas,,07-12-2023,00:00:00,0,0,202375168,Datos 4G,42.3413
DAT,B5BPPZPYO7,377220714,10 GB y llamadas ilimitadas,,20-12-2023,00:00:00,0,0,461373440,Datos 4G,41.9359
DAT,01G1467UUZ,748039794,10 GB y llamadas ilimitadas,,10-12-2023,00:00:00,0,0,452984832,Datos 4G,27.9257
DAT,TDA44GS5YG,624144097,10 GB y llamadas ilimitadas,,16-12-2023,00:00:00,0,0,351272960,Datos 4G,70.3836
DAT,4TT7U938PY,652678292,10 GB y llamadas ilimitadas,,05-12-2023,00:00:00,0,0,838860800,Datos 4G,72.9907
DAT,0DGJ8IYG6Y,157326215,10 GB y llamadas ilimitadas,,09-12-2023,00:00:00,0,0,1027604480,Datos 4G,2.4898
DAT,O846LFTJV0,794524259,10 GB y llamadas ilimitadas,,02-12-2023,00:00:00,0,0,464519168,Datos 4G,86.9161
DAT,5R1ARUNPGB,883145232,10 GB y llamadas ilimitadas,,18-12-2023,00:00:00,0,0,1007681536,Datos 4G,55.1115
DAT,EM9IH0EXXS,405067739,10 GB y llamadas ilimitadas,,17-12-2023,00:00:00,0,0,449839104,Datos 4G,53.9228
DAT,314C00ACQ4,823550922,10 GB y llamadas ilimitadas,,05-12-2023,00:00:00,0,0,598736896,Datos 4G,39.2293
DAT,V1860EG9X0,419056942,10 GB y llamadas ilimitadas,,06-12-2023,00:00:00,0,0,22020096,Datos 4G,70.8007
DAT,2A8ES1FVM4,292027618,10 GB y llamadas ilimitadas,,05-12-2023,00:00:00,0,0,589299712,Datos 4G,41.7299
