typeservice,namecdr,b_numerollamante,tarifa,b_numerollamado,fecha,hora,?,y,bytes,tecnología,importe
DAT,VEN3F9UBC0,125603676,10 GB y llamadas ilimitadas,,15-09-2023,00:00:00,0,0,715128832,Datos 4G,82.0464
DAT,USPCFRIH3G,695468169,10 GB y llamadas ilimitadas,,11-09-2023,00:00:00,0,0,778043392,Datos 4G,72.2669
DAT,UAF2RDIX27,329194477,10 GB y llamadas ilimitadas,,27-09-2023,00:00:00,0,0,775946240,Datos 4G,6.054
DAT,RTNAAZ6DSC,565958490,10 GB y llamadas ilimitadas,,18-09-2023,00:00:00,0,0,295698432,Datos 4G,29.2749
DAT,03NWVHCPZC,265109971,10 GB y llamadas ilimitadas,,25-09-2023,00:00:00,0,0,422576128,Datos 4G,65.456
DAT,H7NLALW38J,413995697,10 GB y llamadas ilimitadas,,23-09-2023,00:00:00,0,0,651165696,Datos 4G,59.0335
DAT,OUI1BZ0PGS,372990415,10 GB y llamadas ilimitadas,,28-09-2023,00:00:00,0,0,709885952,Datos 4G,49.9166
DAT,F2OD7EO2U5,939698224,10 GB y llamadas ilimitadas,,03-09-2023,00:00:00,0,0,1047527424,Datos 4G,79.7234
DAT,GRPO7M421X,714376303,10 GB y llamadas ilimitadas,,01-09-2023,00:00:00,0,0,476053504,Datos 4G,9.4681
DAT,HKV77RCXYN,576345019,10 GB y llamadas ilimitadas,,05-09-2023,00:00:00,0,0,41943040,Datos 4G,10.2826
DAT,P1BF01WILJ,103198826,10 GB y llamadas ilimitadas,,06-09-2023,00:00:00,0,0,231735296,Datos 4G,40.3032
DAT,B66PQZBGYT,230807549,10 GB y llamadas ilimitadas,,29-09-2023,00:00:00,0,0,436207616,Datos 4G,57.414
DAT,0S20NQMEHQ,510999478,10 GB y llamadas ilimitadas,,30-09-2023,00:00:00,0,0,522190848,Datos 4G,86.3227
DAT,F95D6XGZB8,972255289,10 GB y llamadas ilimitadas,,14-09-2023,00:00:00,0,0,541065216,Datos 4G,28.576
DAT,VXF3R95Q4D,108404310,10 GB y llamadas ilimitadas,,14-09-2023,00:00:00,0,0,197132288,Datos 4G,70.7559
DAT,BE5BJV19YE,702880083,10 GB y llamadas ilimitadas,,15-09-2023,00:00:00,0,0,49283072,Datos 4G,40.9976
DAT,W624ANVRNS,574608386,10 GB y llamadas ilimitadas,,12-09-2023,00:00:00,0,0,335544320,Datos 4G,40.0061
DAT,7CC0CKVLFA,289406656,10 GB y llamadas ilimitadas,,30-09-2023,00:00:00,0,0,782237696,Datos 4G,38.4191
DAT,NXTQ40XDP2,316264671,10 GB y llamadas ilimitadas,,21-09-2023,00:00:00,0,0,155189248,Datos 4G,2.547
DAT,N160LZVLK0,350397554,10 GB y llamadas ilimitadas,,24-09-2023,00:00:00,0,0,622854144,Datos 4G,52.9101
